text,old_resolution,new_resolution,changed,n_labels,rows_at_stake,old_score,new_score,n_sites_old,n_sites_new,synth_gen_old,synth_gen_new,per_site_rows,val_gold,test_gold,decision
hwp blr pmp sts,secPumpStatus,secPumpStatus,False,2,11,7.0,2.646,1,1,0/0,0/0,"{'priPumpStatus': {'N4-Integ03': 4}, 'secPumpStatus': {'N4-Integ03': 7}}",,,
vnt dmpr,exhaustDamper,exhaustDamper,False,2,11,10.0,3.162,1,1,0/0,0/0,"{'exhaustDamper': {'N4-Integ03': 10}, 'outsideDamper': {'N4-Integ03': 1}}",,,
vnt dmpr fdbk,exhaustDamperFb,exhaustDamperFb,False,2,11,10.0,3.162,1,1,0/0,0/0,"{'exhaustDamperFb': {'N4-Integ03': 10}, 'outsideDamperFb': {'N4-Integ03': 1}}",,,
vnt flow,exhaustFlow,exhaustFlow,False,2,11,10.0,3.162,1,1,0/0,0/0,"{'exhaustFlow': {'N4-Integ03': 10}, 'outsideFlow': {'N4-Integ03': 1}}",,,
zn sp,zoneTempSp,zoneTempSp,False,2,11,10.0,4.378,2,2,0/0,0/0,"{'zoneTempSp': {'N4-Integ03': 7, 'N4-Integ04': 3}, 'zonePressure': {'N4-Integ04': 1}}",zoneTempSp,,
max sa st prs sp,dischargeFlowMaxSp,dischargeFlowMaxSp,False,2,11,9.0,3.0,1,1,0/0,0/0,"{'dischargePressureMaxSp': {'N4-Integ04': 2}, 'dischargeFlowMaxSp': {'N4-Integ04': 9}}",,,
min sa st prs sp,dischargeFlowMinSp,dischargeFlowMinSp,False,2,11,9.0,3.0,1,1,0/0,0/0,"{'dischargePressureMinSp': {'N4-Integ04': 2}, 'dischargeFlowMinSp': {'N4-Integ04': 9}}",,,
cws t,condEnteringTemp (override),condEnteringTemp (override),False,6,10,,,,,,,"{'condLeavingTemp': {'N4-Integ02': 2, 'N4-Integ04': 3}, 'evapLeavingTemp': {}, 'secLeavingTemp': {'N4-Integ02': 2}, 'twrLeavingTemp': {'N4-Integ02': 1}, 'twrEnteringTemp': {'N4-Integ04': 1}, 'condEnteringTemp': {'N4-Integ04': 1}}",,,
chwp cmd,priPump,priPump,False,4,10,6.0,3.464,2,2,0/0,0/0,"{'evapPumpEnable': {}, 'priPump': {'N4-Integ02': 3, 'N4-Integ03': 3}, 'evapPump': {'N4-Integ03': 3}, 'secPump': {'N4-Integ04': 1}}",,N4-Integ06:evapPump,
unit on off,dischargeFan,dischargeFan,False,2,10,10.0,3.162,1,1,0/0,0/0,"{'unitStatus': {}, 'dischargeFan': {'N4-Integ03': 10}}",,,
c,DROPPED (tie),DROPPED (tie),False,3,10,,,,,,,"{'dischargeFan': {'N4-Integ02': 4}, 'exhaustFan': {'N4-Integ02': 4}, 'secPump': {'N4-Integ02': 2}}",,,
ct spd,twrFanSpeed,twrFanSpeed,False,2,10,8.0,4.878,3,3,0/0,0/0,"{'twrFanSpeed': {'N4-Integ02': 3, 'N4-Integ03': 3, 'N4-Integ04': 2}, 'twrFanSpeedFb': {'N4-Integ03': 2}}",twrFanSpeed,,
hws tmp sp,secLeavingTempSp,secLeavingTempSp,False,3,10,7.0,4.414,3,3,0/0,0/0,"{'leavingTempSp': {'N4-Integ02': 2}, 'priLeavingTempSp': {'N4-Integ02': 1}, 'secLeavingTempSp': {'N4-Integ02': 4, 'N4-Integ03': 2, 'N4-Integ04': 1}}",secLeavingTempSp,N4-Integ06:secLeavingTempSp,
min oad,minOutsideDamper,minOutsideDamper,False,2,10,7.0,2.646,1,1,0/0,0/0,"{'outsideDamperMinSp': {'N4-Integ02': 3}, 'minOutsideDamper': {'N4-Integ04': 7}}",,,
pmp spd cmd,condPumpSpeed,condPumpSpeed,False,3,10,5.0,2.236,1,1,0/0,0/0,"{'condPumpSpeed': {'N4-Integ02': 5}, 'evapPumpSpeed': {'N4-Integ02': 1}, 'secPumpSpeed': {'N4-Integ02': 4}}",,,
vfd running,dischargeFanStatus,dischargeFanStatus,False,2,10,6.0,2.449,1,1,0/0,0/0,"{'dischargeFanStatus': {'N4-Integ02': 6}, 'returnFanStatus': {'N4-Integ02': 4}}",,,
cc tmp sp,dischargeTempSp,dischargeTempSp,False,2,10,9.0,3.0,1,1,0/0,0/0,"{'coolingCoilDischargeTempSp': {'N4-Integ03': 1}, 'dischargeTempSp': {'N4-Integ03': 9}}",,,
hx stm vlv cmd,DROPPED (tie),DROPPED (tie),False,2,10,,,,,,,"{'priValveOneThird': {'N4-Integ03': 2, 'N4-Integ04': 3}, 'priValveTwoThird': {'N4-Integ03': 2, 'N4-Integ04': 3}}",heatingValveOneThird,,
pre ht vlv cmd,minOutsideHeatingStage,minOutsideHeatingStage,False,3,10,8.0,2.828,1,1,0/0,0/0,"{'minOutsideHeatingStage': {'N4-Integ03': 8}, 'heatingValve': {'N4-Integ03': 1}, 'minOutsideDamper': {'N4-Integ03': 1}}",,,
min osa flow spt,minOutsideFlow,minOutsideFlow,False,2,10,9.0,3.0,1,1,0/0,0/0,"{'minOutsideFlow': {'N4-Integ04': 9}, 'minOutsideFlowSp': {'N4-Integ04': 1}}",,,
rlfd o,reliefDamper,reliefDamper,False,2,10,8.0,2.828,1,1,0/0,0/0,"{'reliefDamper': {'N4-Integ04': 8}, 'reliefDamperFb': {'N4-Integ04': 2}}",,,
sa st sp,dischargePressureSp,dischargePressureSp,False,2,10,6.0,2.449,1,1,0/0,0/0,"{'dischargePressure': {'N4-Integ04': 4}, 'dischargePressureSp': {'N4-Integ04': 6}}",,,
byp dmp cmd,bypassDamper,bypassDamper,False,2,9,10.0,4.828,1,1,2/0,2/0,"{'bypassDamper': {'N4-Integ02': 8}, 'bypassDamperFb': {'N4-Integ02': 1}}",,N4-Integ06:bypassDamper,
zn co,zoneCO,zoneCO,False,2,9,13.0,8.236,2,2,4/0,4/0,"{'zoneCO': {'N4-Integ02': 5, 'N4-Integ04': 4}, 'zoneCO2': {}}",,,
min oa damper cmd,minOutsideDamper,minOutsideDamper,False,2,9,11.0,5.828,1,1,3/0,3/0,"{'minOutsideDamper': {'N4-Integ02': 8}, 'outsideDamper': {'N4-Integ02': 1}}",,,
stm vlv,heatingValve,heatingValve,False,3,9,6.0,2.449,1,1,0/0,0/0,"{'steamValve': {}, 'heatingValve': {'N4-Integ02': 6}, 'heatingValveTwoThird': {'N4-Integ04': 3}}",,,
boiler return temp,enteringTemp,enteringTemp,False,3,9,6.0,2.449,1,1,0/0,0/0,"{'heatingCoilEnteringTemp': {}, 'enteringTemp': {'N4-Integ01': 6}, 'priEnteringTemp': {'N4-Integ04': 3}}",,,
pmp spd,secPumpSpeed,secPumpSpeed,False,2,9,9.0,4.182,2,2,0/0,0/0,"{'secPumpSpeed': {'N4-Integ01': 3, 'N4-Integ02': 6}, 'pumpSpeed': {}}",condPumpSpeed,,
pump status bi,boosterPumpStatus,boosterPumpStatus,False,2,9,8.0,2.828,1,1,0/0,0/0,"{'boosterPumpStatus': {'N4-Integ01': 8}, 'evapPumpStatus': {'N4-Integ01': 1}}",,,
ccfbd,coolingValveFb,coolingValveFb,False,3,9,6.0,2.449,1,1,0/0,0/0,"{'coolingValveFb': {'N4-Integ02': 6}, 'faceBypassDamper': {'N4-Integ02': 2}, 'faceBypassDamperFb': {'N4-Integ02': 1}}",,,
chwp o,evapPumpSpeed,evapPumpSpeed,False,3,9,4.0,2.0,1,1,0/0,0/0,"{'priPumpSpeed': {'N4-Integ02': 3}, 'evapPumpSpeed': {'N4-Integ04': 4}, 'secPumpSpeed': {'N4-Integ04': 2}}",,,
co2 s,zoneCO2Sp,zoneCO2Sp,False,2,9,5.0,2.236,1,1,0/0,0/0,"{'returnCO2Sp': {'N4-Integ02': 4}, 'zoneCO2Sp': {'N4-Integ02': 5}}",,,
pct,DROPPED (tie),DROPPED (tie),False,3,9,,,,,,,"{'dischargeFanSpeed': {'N4-Integ02': 4}, 'exhaustFanSpeed': {'N4-Integ02': 4}, 'secPumpSpeed': {'N4-Integ02': 1}}",,,
rwt,secEnteringTemp,secEnteringTemp,False,2,9,8.0,2.828,1,1,0/0,0/0,"{'compEnteringTemp': {'N4-Integ02': 1}, 'secEnteringTemp': {'N4-Integ02': 8}}",,,
swt,secLeavingTemp,secLeavingTemp,False,2,9,8.0,2.828,1,1,0/0,0/0,"{'compLeavingTemp': {'N4-Integ02': 1}, 'secLeavingTemp': {'N4-Integ02': 8}}",,,
vfd cmd,dischargeFanSpeed,dischargeFanSpeed,False,2,9,5.0,3.0,2,2,0/0,0/0,"{'dischargeFanSpeed': {'N4-Integ02': 1, 'N4-Integ04': 4}, 'returnFanSpeed': {'N4-Integ04': 4}}",,,
ret dpr pos,returnDamper,returnDamper,False,2,9,8.0,2.828,1,1,0/0,0/0,"{'returnDamper': {'N4-Integ04': 8}, 'returnDamperFb': {'N4-Integ04': 1}}",,,
byp vlv,bypassValve,bypassValve,False,2,8,13.0,9.732,2,2,6/0,6/0,"{'bypassValve': {'N4-Integ01': 3, 'N4-Integ03': 4}, 'priLeavingIsoValve': {'N4-Integ01': 1}}",secBypassValve,N4-Integ06:bypassValve,
motor current,twrFanCurrent,twrFanCurrent,False,3,8,5.0,2.236,1,1,0/0,0/0,"{'current': {}, 'secPumpCurrent': {'N4-Integ02': 3}, 'twrFanCurrent': {'N4-Integ02': 5}}",,,
hws t,secLeavingTemp,secLeavingTemp,False,3,8,7.0,3.732,2,2,0/0,0/0,"{'heatingCoilLeavingTemp': {}, 'priEnteringTemp': {'N4-Integ02': 1}, 'secLeavingTemp': {'N4-Integ02': 3, 'N4-Integ04': 4}}",secLeavingTemp,,
ma dmpr,outsideDamper,outsideDamper,False,2,8,8.0,3.646,2,2,0/0,0/0,"{'mixedDamper': {}, 'outsideDamper': {'N4-Integ02': 7, 'N4-Integ04': 1}}",returnDamper,,
chwp vfd spd,secPumpSpeed,secPumpSpeed,False,2,8,6.0,2.449,1,1,0/0,0/0,"{'secPumpSpeed': {'N4-Integ01': 6}, 'secPumpSpeedFb': {'N4-Integ04': 2}}",,,
circ ss,circPumpSpeed,circPumpSpeed,False,2,8,6.0,2.449,1,1,0/0,0/0,"{'circPump': {'N4-Integ01': 2}, 'circPumpSpeed': {'N4-Integ01': 6}}",,,
heat cool mode,hvacMode,hvacMode,False,2,8,5.0,2.236,1,1,0/0,0/0,"{'hvacMode': {'N4-Integ01': 5}, 'occupancyMode': {'N4-Integ02': 3}}",heatingEnable,,
lvg cnd w temp,condLeavingTemp,condLeavingTemp,False,2,8,7.0,3.732,2,2,0/0,0/0,"{'condLeavingTemp': {'N4-Integ01': 3, 'N4-Integ02': 4}, 'condEnteringTemp': {'N4-Integ03': 1}}",,,
pmp cmd,secPump,secPump,False,4,8,3.0,1.732,1,1,0/0,0/0,"{'secPump': {'N4-Integ01': 3}, 'heatingCoilPump': {'N4-Integ02': 1}, 'evapPump': {'N4-Integ02': 2}, 'condPump': {'N4-Integ02': 2}}",secPump,,
pmp sts,secPumpStatus,secPumpStatus,False,4,8,3.0,1.732,1,1,0/0,0/0,"{'secPumpStatus': {'N4-Integ01': 3}, 'heatingCoilPumpStatus': {'N4-Integ02': 1}, 'evapPumpStatus': {'N4-Integ02': 2}, 'condPumpStatus': {'N4-Integ02': 2}}",secPumpStatus,,
ct isov c,DROPPED (tie),DROPPED (tie),False,3,8,,,,,,,"{'twrIsoValve': {'N4-Integ02': 2}, 'twrEnteringIsoValve': {'N4-Integ04': 3}, 'twrLeavingIsoValve': {'N4-Integ04': 3}}",,,
erp,DROPPED (tie),DROPPED (tie),False,2,8,,,,,,,"{'wheelExhaustPressure': {'N4-Integ02': 4}, 'recPump': {'N4-Integ02': 4}}",,,
hus,dischargeHumidity,dischargeHumidity,False,2,8,7.0,2.646,1,1,0/0,0/0,"{'dischargeHumidity': {'N4-Integ02': 7}, 'returnHumiditySp': {'N4-Integ02': 1}}",,,
hd oa dampers,DROPPED (tie),DROPPED (tie),False,2,8,,,,,,,"{'minOutsideDamper': {'N4-Integ02': 4}, 'outsideDamper': {'N4-Integ02': 4}}",,,
kilowatt hours,twrFanConsumption,twrFanConsumption,False,2,8,5.0,2.236,1,1,0/0,0/0,"{'secPumpConsumption': {'N4-Integ02': 3}, 'twrFanConsumption': {'N4-Integ02': 5}}",,,
ph o,preHeatingValve,preHeatingValve,False,2,8,5.0,3.0,2,2,0/0,0/0,"{'preHeatingValve': {'N4-Integ02': 4, 'N4-Integ04': 1}, 'heatingValve': {'N4-Integ03': 2, 'N4-Integ04': 1}}",preHeatingValve,,
chl chw iso vlv cmd,priEnteringIsoValve,priEnteringIsoValve,False,3,8,4.0,2.0,1,1,0/0,0/0,"{'evapIsoValve': {'N4-Integ03': 3}, 'priEnteringIsoValve': {'N4-Integ03': 4}, 'condIsoValve': {'N4-Integ03': 1}}",,,
chwp spd,secPumpSpeed,secPumpSpeed,False,5,8,3.0,1.732,1,1,0/0,0/0,"{'condPumpSpeed': {'N4-Integ03': 1}, 'evapPumpFrequency': {'N4-Integ03': 2}, 'priPumpSpeedFb': {'N4-Integ03': 1}, 'priPumpSpeed': {'N4-Integ03': 1}, 'secPumpSpeed': {'N4-Integ04': 3}}",,,
hw vlv sig,heatingValveFb,heatingValveFb,False,2,8,5.0,2.236,1,1,0/0,0/0,"{'heatingValve': {'N4-Integ03': 3}, 'heatingValveFb': {'N4-Integ03': 5}}",,,
oa damper status,outsideIsoDamperFb,outsideIsoDamperFb,False,2,8,5.0,2.236,1,1,0/0,0/0,"{'outsideDamperFb': {'N4-Integ03': 3}, 'outsideIsoDamperFb': {'N4-Integ03': 5}}",,,
econ mode,econMode (override),econMode (override),False,3,7,,,,,,,"{'econStatus': {}, 'econMode': {'N4-Integ02': 6}, 'econEnable': {'N4-Integ04': 1}}",,N4-Integ06:econStatus,
heating setpt,zoneHeatSp,zoneHeatSp,False,2,7,7.0,2.646,1,1,0/0,0/0,"{'heatingEnableSp': {}, 'zoneHeatSp': {'N4-Integ01': 7}}",,,
chw pump sts,coolingCoilPumpStatus,coolingCoilPumpStatus,False,3,7,4.0,2.0,1,1,0/0,0/0,"{'evapPumpStatus': {}, 'coolingCoilPumpStatus': {'N4-Integ01': 4}, 'secPumpStatus': {'N4-Integ01': 3}}",,,
chw dif prs,secPressureDelta,secPressureDelta,False,2,7,6.0,4.732,4,4,0/0,0/0,"{'secPressureDelta': {'N4-Integ01': 1, 'N4-Integ02': 3, 'N4-Integ03': 1, 'N4-Integ04': 1}, 'evapPressureDelta': {'N4-Integ02': 1}}",,N4-Integ06:secPressureDelta,
hr pump status,pumpStatus,pumpStatus,False,2,7,4.0,2.0,1,1,0/0,0/0,"{'reclaimPumpStatus': {'N4-Integ01': 3}, 'pumpStatus': {'N4-Integ03': 4}}",,,
run stop act,condPumpStatus,condPumpStatus,False,2,7,4.0,2.0,1,1,0/0,0/0,"{'condPumpStatus': {'N4-Integ01': 4}, 'twrFanStatus': {'N4-Integ01': 3}}",,,
run stop cmd,condPump,condPump,False,2,7,4.0,2.0,1,1,0/0,0/0,"{'condPump': {'N4-Integ01': 4}, 'dischargeFan': {'N4-Integ01': 3}}",,,
start stop,priPump,priPump,False,2,7,4.0,2.0,1,1,0/0,0/0,"{'priPump': {'N4-Integ01': 4}, 'chiller': {'N4-Integ02': 3}}",,,
status,priPumpStatus,priPumpStatus,False,2,7,4.0,2.0,1,1,0/0,0/0,"{'chillerStatus': {'N4-Integ01': 3}, 'priPumpStatus': {'N4-Integ01': 4}}",,,
iso vlv cmd,twrIsoValve,twrIsoValve,False,2,7,4.0,2.0,1,1,0/0,0/0,"{'twrIsoValve': {'N4-Integ02': 4}, 'priLeavingIsoValve': {'N4-Integ02': 3}}",,N4-Integ06:priEnteringIsoValve,
sf air flw sw,dischargeFanStatus,dischargeFanStatus,False,2,7,4.0,2.0,1,1,0/0,0/0,"{'dischargeFanStatus': {'N4-Integ02': 4}, 'dischargeFlowStatus': {'N4-Integ02': 3}}",,,
stv,DROPPED (tie),DROPPED (tie),False,3,7,,,,,,,"{'heatingValveTwoThird': {'N4-Integ02': 1}, 'priValveOneThird': {'N4-Integ02': 3}, 'priValveTwoThird': {'N4-Integ02': 3}}",,,
stm vlv pos,DROPPED (tie),DROPPED (tie),False,3,7,,,,,,,"{'heatingValveOneThird': {'N4-Integ02': 3}, 'heatingValveTwoThird': {'N4-Integ02': 3}, 'heatingValveFb': {'N4-Integ02': 1}}",,,
nsb sp,nightSetbackMode,nightSetbackMode,False,2,7,6.0,2.449,1,1,0/0,0/0,"{'nightSetbackMode': {'N4-Integ03': 6}, 'unoccupiedHeatSp': {'N4-Integ03': 1}}",,,
oa dmp pos px,outsideDamperFb,outsideDamperFb,False,2,7,4.0,2.0,1,1,0/0,0/0,"{'outsideDamperFb': {'N4-Integ03': 4}, 'reliefDamper': {'N4-Integ03': 3}}",,,
ra dmp pos px,returnDamperFb,returnDamperFb,False,2,7,6.0,2.449,1,1,0/0,0/0,"{'returnDamper': {'N4-Integ03': 1}, 'returnDamperFb': {'N4-Integ03': 6}}",,,
rec pmp sts,heatingCoilPumpStatus,heatingCoilPumpStatus,False,2,7,4.0,2.0,1,1,0/0,0/0,"{'circPumpStatus': {'N4-Integ03': 3}, 'heatingCoilPumpStatus': {'N4-Integ03': 4}}",,,
ch en,chillerEnable,chillerEnable,False,2,6,8.0,6.732,1,1,5/0,5/0,"{'chillerEnable': {'N4-Integ04': 3}, 'chiller': {'N4-Integ02': 3}}",,,
econ sp,econEnableSp,econEnableSp,False,2,6,8.0,5.236,1,1,3/0,3/0,"{'econEnableSp': {'N4-Integ04': 5}, 'econSp': {'N4-Integ02': 1}}",,,
boiler supply temp,leavingTemp,leavingTemp,False,2,6,6.0,2.449,1,1,0/0,0/0,"{'heatingCoilLeavingTemp': {}, 'leavingTemp': {'N4-Integ01': 6}}",,,
chw dif prs sp,secPressureDeltaSp,secPressureDeltaSp,False,2,6,5.0,3.0,2,2,0/0,0/0,"{'secPressureDeltaSp': {'N4-Integ01': 1, 'N4-Integ02': 4}, 'evapPressureDeltaSp': {'N4-Integ02': 1}}",secPressureDeltaSp,,
ch chw iso vlv cmd,DROPPED (tie),DROPPED (tie),False,2,6,,,,,,,"{'evapIsoValve': {'N4-Integ01': 3}, 'evapEnteringIsoValve': {'N4-Integ04': 3}}",,N4-Integ06:evapLeavingIsoValve,
ea st prs,exhaustPressure,exhaustPressure,False,2,6,5.0,2.236,1,1,0/0,0/0,"{'returnPressure': {'N4-Integ01': 1}, 'exhaustPressure': {'N4-Integ02': 5}}",exhaustPressure,N4-Integ06:exhaustPressure,
ea st prs sp,exhaustPressureSp,exhaustPressureSp,False,2,6,4.0,2.0,1,1,0/0,0/0,"{'returnPressureSp': {'N4-Integ01': 2}, 'exhaustPressureSp': {'N4-Integ02': 4}}",exhaustPressureSp,,
hw fl,secEnteringFlow,secEnteringFlow,False,2,6,5.0,2.236,1,1,0/0,0/0,"{'priLeavingFlow': {'N4-Integ01': 1}, 'secEnteringFlow': {'N4-Integ04': 5}}",,,
bldg st prs avg,buildingPressureAvg,buildingPressureAvg,False,2,6,4.0,2.0,1,1,0/0,0/0,"{'buildingPressure': {'N4-Integ02': 2}, 'buildingPressureAvg': {'N4-Integ02': 4}}",buildingPressureAvg,,
chp,priPump,priPump,False,2,6,5.0,2.236,1,1,0/0,0/0,"{'coolingCoilPump': {'N4-Integ02': 1}, 'priPump': {'N4-Integ02': 5}}",,,
chw swt,coolingCoilLeavingTemp,coolingCoilLeavingTemp,False,2,6,4.0,2.0,1,1,0/0,0/0,"{'coolingCoilLeavingTemp': {'N4-Integ02': 4}, 'secLeavingTemp': {'N4-Integ02': 2}}",,,
ct fan,DROPPED (tie),DROPPED (tie),False,2,6,,,,,,,"{'dischargeFan': {'N4-Integ02': 3}, 'twrFan': {'N4-Integ03': 3}}",,,
clg vlv pos,coolingValveFb,coolingValveFb,False,2,6,5.0,2.236,1,1,0/0,0/0,"{'coolingValve': {'N4-Integ02': 1}, 'coolingValveFb': {'N4-Integ03': 5}}",,,
oa dmp min cmd,minOutsideDamper,minOutsideDamper,False,2,6,4.0,2.732,2,2,0/0,0/0,"{'minOutsideDamper': {'N4-Integ02': 3, 'N4-Integ04': 1}, 'minOutsideDamperFb': {'N4-Integ02': 2}}",,N4-Integ06:minOutsideDamper,
vcm on rly fan,dischargeFan,dischargeFan,False,2,6,4.0,2.0,1,1,0/0,0/0,"{'dischargeFan': {'N4-Integ02': 4}, 'occupancyMode': {'N4-Integ02': 2}}",,,
chl cmd,chiller,chiller,False,2,6,4.0,2.732,2,2,0/0,0/0,"{'chillerStatus': {'N4-Integ03': 2}, 'chiller': {'N4-Integ03': 1, 'N4-Integ04': 3}}",,,
ct byp vlv pos,DROPPED (tie),DROPPED (tie),False,2,6,,,,,,,"{'twrBypassValveFb': {'N4-Integ03': 3}, 'twrBypassValve': {'N4-Integ04': 3}}",,,
oara dmp pos,outsideDamper,outsideDamper,False,2,6,4.0,2.0,1,1,0/0,0/0,"{'outsideDamper': {'N4-Integ03': 4}, 'reliefDamper': {'N4-Integ03': 2}}",,,
ahu chwr tmp,DROPPED (tie),DROPPED (tie),False,2,6,,,,,,,"{'coolingCoilLeavingTemp': {'N4-Integ04': 3}, 'secEnteringTemp': {'N4-Integ04': 3}}",,,
ahu chws tmp,DROPPED (tie),DROPPED (tie),False,2,6,,,,,,,"{'coolingCoilEnteringTemp': {'N4-Integ04': 3}, 'secLeavingTemp': {'N4-Integ04': 3}}",,,
output speed,DROPPED (tie),DROPPED (tie),False,2,6,,,,,,,"{'condPumpSpeed': {'N4-Integ04': 3}, 'secPumpSpeed': {'N4-Integ04': 3}}",,,
running,DROPPED (tie),DROPPED (tie),False,2,6,,,,,,,"{'condPump': {'N4-Integ04': 3}, 'secPump': {'N4-Integ04': 3}}",,,
ch cmd,chillerEnable,chillerEnable,False,2,5,6.0,6.0,0,0,6/0,6/0,"{'chillerEnable': {}, 'chiller': {'N4-Integ01': 4, 'N4-Integ03': 1}}",,N4-Integ06:chiller,
heat enable,heatingEnable,heatingEnable,False,2,5,5.0,2.236,1,1,0/0,0/0,"{'heatingEnableSp': {}, 'heatingEnable': {'N4-Integ02': 5}}",,Motorola_Points:heatingEnable,
steam valve cmd,heatingValve,heatingValve,False,2,5,5.0,2.236,1,1,0/0,0/0,"{'steamValve': {}, 'heatingValve': {'N4-Integ02': 5}}",,,
chws temp,secLeavingTemp,secLeavingTemp,False,3,5,4.0,2.828,2,2,0/0,0/0,"{'evapLeavingTemp': {}, 'priLeavingTemp': {'N4-Integ03': 1}, 'secLeavingTemp': {'N4-Integ03': 2, 'N4-Integ04': 2}}",,,
hws temp,secLeavingTemp,secLeavingTemp,False,3,5,4.0,2.828,2,2,0/0,0/0,"{'heatingCoilLeavingTemp': {}, 'heatingCoilEnteringTemp': {'N4-Integ03': 1}, 'secLeavingTemp': {'N4-Integ03': 2, 'N4-Integ04': 2}}",secLeavingTemp,,
hwr temp,secEnteringTemp,secEnteringTemp,False,3,5,4.0,2.828,2,2,0/0,0/0,"{'heatingCoilEnteringTemp': {}, 'heatingCoilLeavingTemp': {'N4-Integ03': 1}, 'secEnteringTemp': {'N4-Integ03': 2, 'N4-Integ04': 2}}",secEnteringTemp,,
hwr t,secEnteringTemp,secEnteringTemp,False,3,5,4.0,2.732,2,2,0/0,0/0,"{'heatingCoilEnteringTemp': {}, 'priLeavingTemp': {'N4-Integ02': 1}, 'secEnteringTemp': {'N4-Integ02': 3, 'N4-Integ04': 1}}",,,
vlv,DROPPED (tie),DROPPED (tie),False,3,5,,,,,,,"{'priValveOneThird': {'N4-Integ01': 2}, 'priValve': {'N4-Integ01': 2}, 'heatingValve': {'N4-Integ02': 1}}",,,
cbz ah ph sp,preHeatingCoilDischargeTempSp,preHeatingCoilDischargeTempSp,False,2,5,4.0,2.0,1,1,0/0,0/0,"{'preHeatingCoilDischargeTempSp': {'N4-Integ01': 4}, 'heatingCoilDischargeTempSp': {'N4-Integ01': 1}}",,,
cbz ah pre h vlv,preHeatingValve,preHeatingValve,False,2,5,4.0,2.0,1,1,0/0,0/0,"{'preHeatingValve': {'N4-Integ01': 4}, 'heatingValve': {'N4-Integ01': 1}}",,,
cbz ah pre h temp,preHeatingCoilDischargeTemp,preHeatingCoilDischargeTemp,False,2,5,4.0,2.0,1,1,0/0,0/0,"{'preHeatingCoilDischargeTemp': {'N4-Integ01': 4}, 'heatingCoilDischargeTemp': {'N4-Integ01': 1}}",,,
cbz cwr temp,twrEnteringTemp,twrEnteringTemp,False,2,5,4.0,2.0,1,1,0/0,0/0,"{'condLeavingTemp': {'N4-Integ01': 1}, 'twrEnteringTemp': {'N4-Integ01': 4}}",,,
hwp vfd spd,secPumpSpeed,secPumpSpeed,False,2,5,3.0,1.732,1,1,0/0,0/0,"{'priPumpSpeed': {'N4-Integ01': 2}, 'secPumpSpeed': {'N4-Integ01': 3}}",,,
hx vlv cmd,priValve,priValve,False,2,5,4.0,2.0,1,1,0/0,0/0,"{'priValve': {'N4-Integ01': 4}, 'heatingValve': {'N4-Integ01': 1}}",,,
hw r tmp,secEnteringTemp,secEnteringTemp,False,2,5,4.0,2.732,2,2,0/0,0/0,"{'priEnteringTemp': {'N4-Integ01': 1}, 'secEnteringTemp': {'N4-Integ01': 1, 'N4-Integ04': 3}}",,,
hw s tmp,secLeavingTemp,secLeavingTemp,False,2,5,4.0,2.732,2,2,0/0,0/0,"{'priLeavingTemp': {'N4-Integ01': 1}, 'secLeavingTemp': {'N4-Integ01': 1, 'N4-Integ04': 3}}",,,
hw sys ena,systemEnable,systemEnable,False,3,5,3.0,3.0,3,3,0/0,0/0,"{'systemEnable': {'N4-Integ01': 1, 'N4-Integ02': 1, 'N4-Integ03': 1}, 'boiler': {'N4-Integ02': 1}, 'heatingEnable': {'N4-Integ02': 1}}",systemEnable,,
blr blr lvg tmp,priLeavingTemp,priLeavingTemp,False,2,5,3.0,1.732,1,1,0/0,0/0,"{'waterLeavingTemp': {'N4-Integ02': 2}, 'priLeavingTemp': {'N4-Integ03': 3}}",,,
chw iso vlv cmd,evapEnteringIsoValve,evapEnteringIsoValve,False,2,5,3.0,1.732,1,1,0/0,0/0,"{'evapEnteringIsoValve': {'N4-Integ02': 3}, 'evapLeavingIsoValve': {'N4-Integ02': 2}}",evapEnteringIsoValve,,
chw rwt,coolingCoilEnteringTemp,coolingCoilEnteringTemp,False,2,5,4.0,2.0,1,1,0/0,0/0,"{'coolingCoilEnteringTemp': {'N4-Integ02': 4}, 'secEnteringTemp': {'N4-Integ02': 1}}",,,
ct iso vlv,DROPPED (tie),DROPPED (tie),False,3,5,,,,,,,"{'twrLeavingIsoValve': {'N4-Integ02': 2}, 'twrIsoValve': {'N4-Integ02': 1}, 'twrEnteringIsoValve': {'N4-Integ04': 2}}",,N4-Integ06:twrEnteringIsoValve,
cws tmp sp,twrLeavingTempSp,twrLeavingTempSp,False,3,5,3.0,1.732,1,1,0/0,0/0,"{'condEnteringTempSp': {'N4-Integ02': 1}, 'condLeavingTempSp': {'N4-Integ02': 1}, 'twrLeavingTempSp': {'N4-Integ02': 3}}",condLeavingTempSp,N4-Integ06:condLeavingTempSp,
dehum mode,dehumidEnable,dehumidEnable,False,3,5,4.0,2.0,1,1,0/0,0/0,"{'dehumidEnable': {'N4-Integ02': 4}, 'dehumidifierStatus': {'N4-Integ02': 1}, 'dehumidMode': {}}",,N4-Integ06:dehumidMode,
ef cur sw,exhaustFan,exhaustFan,False,2,5,3.0,1.732,1,1,0/0,0/0,"{'exhaustFan': {'N4-Integ02': 3}, 'exhaustFanStatus': {'N4-Integ02': 2}}",,,
