text,context,context_label,name_only_label,rows
fan status,eq hwp sp ef ef ef | unit active | kind binary,exhaustFanStatus,dischargeFanStatus,1
out,eq fpb fan sts | unit off | kind binary,dischargeFanStatus,zoneTemp,1
out,eq fpb fan cmd | unit false | kind binary,dischargeFan,zoneTemp,1
heat,eq vav fl vav | unit percent | kind analog,heatingValve,heatingStage,1
heat,eq vav c | unit percent | kind analog,perimeterValve,heatingStage,1
heat,eq vav b | unit percent | kind analog,perimeterValve,heatingStage,1
heat,eq vav a | unit percent | kind analog,perimeterValve,heatingStage,1
hcv,eq air handling systems mau p | unit volts | kind analog,heatingValveFb,heatingValve,1
fan spd,eq ahu ef | unit percent | kind analog,exhaustFanSpeed,dischargeFanSpeed,1
fan command,eq st floor ahu | unit on | kind binary,dischargeFan,dischargeFanSpeed,1
fan command,eq rd floor ahu | unit on | kind binary,dischargeFan,dischargeFanSpeed,1
fan command,eq nd floor ahu | unit on | kind binary,dischargeFan,dischargeFanSpeed,1
fan command,eq hwp sp sp ef ef | unit active | kind binary,exhaustFan,dischargeFanSpeed,1
fan command,eq hwp sp ef ef ef | unit inactive | kind binary,exhaustFan,dischargeFanSpeed,1
fan command,eq hwp sp ef ef ef | unit active | kind binary,exhaustFan,dischargeFanSpeed,1
fan command,eq chiller hwp ef | unit active | kind binary,exhaustFan,dischargeFanSpeed,1
fa byp dpr,eq hvu fan | unit percent | kind analog,faceBypassDamper,faceDamper,1
out,eq mnb pahu c any sf cmd | unit true | kind binary,dischargeFan,zoneTemp,1
out,eq mnb pahu b any sf cmd | unit true | kind binary,dischargeFan,zoneTemp,1
out,eq mnb pahu a any sf cmd | unit true | kind binary,dischargeFan,zoneTemp,1
out,eq hvac nvo r fan static press | unit inwc | kind analog,returnPressure,zoneTemp,1
hc vlv cmd,eq chiller cm | unit percent | kind analog,heatingValveFb,heatingValve,1
gly pmp sts,eq ahu ins | unit off | kind binary,circPumpStatus,recPumpStatus,1
flow rate,eq cw flow ct | unit galmin | kind analog,twrEnteringFlow,condLeavingFlowTotal,1
ef sts,eq cb idf e | unit on | kind binary,dischargeFanStatus,exhaustFanStatus,1
ef sts,eq ahu ef | unit off | kind binary,dischargeFanStatus,exhaustFanStatus,1
out,eq vav inlet air temp | unit degf | kind analog,dischargeTemp,zoneTemp,1
evap pump status bv,eq acc | unit active | kind binary,evapPump,evapPumpStatus,1
ev flw sw,eq heat recover chillers hrc c2 | unit off | kind binary,evapEnteringFlow,evapLeavingFlow,1
ev flw sw,eq heat recover chillers hrc c1 | unit on | kind binary,evapEnteringFlow,evapLeavingFlow,1
ev flw sw,eq heat pumps hp c3 | unit on | kind binary,evapEnteringFlow,evapLeavingFlow,1
ev flw sw,eq heat pumps hp c2 | unit on | kind binary,evapEnteringFlow,evapLeavingFlow,1
ev flw sw,eq heat pumps hp c1 | unit on | kind binary,evapEnteringFlow,evapLeavingFlow,1
ev flw sw,eq chl | unit off | kind binary,evapFlowStatus,evapLeavingFlow,1
ena,eq usfch basement hx | unit on | kind binary,systemEnable,unitEnable,1
ena,eq prettyman hw plant plant enable | unit enable | kind binary,systemEnable,unitEnable,1
ena,eq chilled water systems ch | unit off | kind binary,chillerEnable,unitEnable,1
ena,eq annex snow melt system plant enable | unit enable | kind binary,systemEnable,unitEnable,1
ena,eq annex hw plant plant enable | unit enable | kind binary,systemEnable,unitEnable,1
fan status,eq chiller hwp ef | unit active | kind binary,exhaustFanStatus,dischargeFanStatus,1
ph o,eq chiller bcu | unit percent | kind analog,heatingValve,preHeatingValve,1
ph o,eq chiller bcu b | unit percent | kind analog,heatingValve,preHeatingValve,1
ph o,eq ahu b1 d | unit percent | kind analog,heatingValve,preHeatingValve,1
ef cur sw,eq ahu | unit off | kind binary,exhaustFanStatus,exhaustFan,1
econ sts,eq rtu c1 | unit on | kind binary,econEnable,econStatus,1
econ sp,eq emd chillers hx econ | unit degf | kind analog,econSp,econEnableSp,1
econ s,eq ahu mc a | unit true | kind binary,econEnable,econMode,1
econ s,eq ahu mb a | unit open | kind binary,econEnable,econMode,1
econ s,eq ahu ma a | unit open | kind binary,econEnable,econMode,1
econ s,eq ahu b1 i | unit on | kind binary,econEnable,econMode,1
econ s,eq ahu b a | unit true | kind binary,econEnable,econMode,1
econ s,eq ahu b a | unit open | kind binary,econEnable,econMode,1
econ s,eq ahu a a | unit open | kind binary,econEnable,econMode,1
econ ena,eq ahu dmz | unit off | kind binary,cool,econEnable,1
ef sts,eq erv | unit stopped | kind binary,returnFanStatus,exhaustFanStatus,1
ef sts,eq erv | unit running | kind binary,returnFanStatus,exhaustFanStatus,1
drive status,eq ahu c sfvfd | unit off | kind binary,dischargeFanStatus,returnFanStatus,1
dpsp,eq chilled water chw | unit psi | kind analog,secPressureDeltaSp,dischargePressureSp,1
dps,eq fl htx | unit psi | kind analog,secPressureDeltaSp,dischargeEnthalpySp,1
dpr o,eq ahu j | unit percent | kind analog,outsideDamper,dischargeDamper,1
dpr o,eq ahu f a | unit percent | kind analog,outsideDamper,dischargeDamper,1
dpr o,eq ahu b2 a | unit percent | kind analog,outsideDamper,dischargeDamper,1
dmpr pos,eq dd e rm oa | unit percent | kind analog,outsideDamperFb,dischargeDamperFb,1
pmp spd cmd,eq chw roybal chwp | unit percent | kind analog,secPumpSpeed,condPumpSpeed,1
pmp spd cmd,eq chw nla chwp a | unit percent | kind analog,secPumpSpeed,condPumpSpeed,1
pmp cmd,eq unt | unit on | kind binary,condPump,secPump,1
pmp cmd,eq unt | unit off | kind binary,condPump,secPump,1
pmp cmd,eq ahu | unit on | kind binary,heatingCoilPump,secPump,1
pht,eq q3 ahu | unit degf | kind analog,preHeatingCoilDischargeTemp,heatingCoilDischargeTemp,1
pht,eq q1 ahu | unit degf | kind analog,preHeatingCoilDischargeTemp,heatingCoilDischargeTemp,1
phc tmp sp,eq ahu c2 | unit degf | kind analog,preHeatingTempSp,preHeatingCoilDischargeTempSp,1
ph t,eq ahu b2 a | unit degc | kind analog,preHeatingCoilDischargeTemp,preHeatingCoilLeavingTemp,1
ra dmp,eq level ahu g2 | unit percent | kind analog,returnDamper,reliefDamper,1
ra dmp,eq level ahu g1 | unit percent | kind analog,returnDamper,reliefDamper,1
pump status bi,eq acc acc | unit active | kind binary,evapPumpStatus,boosterPumpStatus,1
preheat temp,eq ejbfc v ahu cafe | unit degf | kind analog,preHeatingCoilDischargeTemp,heatingCoilDischargeTemp,1
pre ht tmp sp,eq ahu west | unit degf | kind analog,heatingCoilDischargeTempSp,minOutsideTempSp,1
pre ht tmp sp,eq ahu w | unit degf | kind analog,preHeatingTempSp,minOutsideTempSp,1
pmp sts,eq unt | unit on | kind binary,condPumpStatus,secPumpStatus,1
pmp sts,eq unt | unit off | kind binary,condPumpStatus,secPumpStatus,1
pmp sts,eq ahu | unit on | kind binary,heatingCoilPumpStatus,secPumpStatus,1
econ ena,eq ahu cr | unit off | kind binary,cool,econEnable,1
econ ena,eq ahu c | unit off | kind binary,cool,econEnable,1
econ ena,eq ahu abwb | unit off | kind binary,cool,econEnable,1
econ ena,eq ahu abe | unit off | kind binary,cool,econEnable,1
ea tmp,eq ahu m3 | unit degf | kind analog,wheelExhaustTemp,exhaustTemp,1
ea st prs,eq mz ahu | unit inwc | kind analog,returnPressure,exhaustPressure,1
ea fan cmd,eq zorinsky ahu ahu | unit on | kind binary,exhaustFan,exhaustFanEnable,1
rco2 st pt,eq floor oa | unit ppm | kind analog,returnCO2,returnCO2Sp,1
rad o,eq chiller eru | unit percent | kind analog,returnDamperFb,returnDamper,1
ra dmpr pos,eq wjc ew ahu | unit percent | kind analog,returnDamperFb,outsideDamper,1
ra dmp pos,eq penthouse ahu w2 | unit percent | kind analog,returnDamperFb,returnDamper,1
ra dmp pos,eq penthouse ahu w1 | unit percent | kind analog,returnDamperFb,returnDamper,1
ra dmp pos,eq lower level b ahu l2 | unit percent | kind analog,returnDamperFb,returnDamper,1
ra dmp pos,eq lower level ahu l6 | unit percent | kind analog,returnDamperFb,returnDamper,1
ra dmp pos,eq lower level ahu l3 | unit percent | kind analog,returnDamperFb,returnDamper,1
ra dmp pos,eq lower level ahu l1 | unit percent | kind analog,returnDamperFb,returnDamper,1
ra dmp pos,eq level ahu g3 | unit percent | kind analog,returnDamperFb,returnDamper,1
ra dmp pos,eq level ahu g2 | unit percent | kind analog,returnDamperFb,returnDamper,1
ra dmp pos,eq level ahu g1 | unit percent | kind analog,returnDamperFb,returnDamper,1
ra dmp,eq lower level b ahu l2 | unit percent | kind analog,returnDamper,reliefDamper,1
ra dmp,eq lower level ahu l6 | unit percent | kind analog,returnDamper,reliefDamper,1
ra dmp,eq lower level ahu l3 | unit percent | kind analog,returnDamper,reliefDamper,1
ra dmp,eq lower level ahu l1 | unit percent | kind analog,returnDamper,reliefDamper,1
dmpr cmd,eq dd e rm oa | unit percent | kind analog,outsideDamper,dischargeDamper,1
dmp pos,eq flr north east vav c8 | unit percent | kind analog,damper,dischargeDamper,1
dmp pos,eq flr north east vav c7 | unit percent | kind analog,damper,dischargeDamper,1
dmp pos,eq flr north east vav c6 | unit percent | kind analog,damper,dischargeDamper,1
dmp pos,eq flr north east vav c5 | unit percent | kind analog,damper,dischargeDamper,1
dmp pos,eq flr north east vav c4 | unit percent | kind analog,damper,dischargeDamper,1
dmp pos,eq flr north east vav c3 | unit percent | kind analog,damper,dischargeDamper,1
dmp pos,eq flr north east vav c2 | unit percent | kind analog,damper,dischargeDamper,1
dmp pos,eq flr north east vav c1 | unit percent | kind analog,damper,dischargeDamper,1
rec pmp sts,eq ahu c3 | unit on | kind binary,circPumpStatus,heatingCoilPumpStatus,1
rec pmp sts,eq ahu c2 | unit on | kind binary,circPumpStatus,heatingCoilPumpStatus,1
rec pmp sts,eq ahu c1 | unit on | kind binary,circPumpStatus,heatingCoilPumpStatus,1
rec pmp cmd,eq ahu m4 | unit on | kind binary,heatingCoilPump,circPump,1
rec pmp cmd,eq ahu m3 | unit on | kind binary,heatingCoilPump,circPump,1
rec pmp cmd,eq ahu m2 | unit on | kind binary,heatingCoilPump,circPump,1
rec pmp cmd,eq ahu m1 | unit on | kind binary,heatingCoilPump,circPump,1
dehum mode,eq ahu | unit off | kind binary,dehumidifierStatus,dehumidEnable,1
dehum dmd,eq ahu | unit percent | kind analog,dehumidifierDemand,dehumidDemand,1
dat min sp,eq lower level b ahu l2 | unit degf | kind analog,dischargeTempMinSp,dischargeTemp,1
dat max sp,eq lower level b ahu l2 | unit degf | kind analog,dischargeTempMaxSp,dischargeTemp,1
damper position,eq ncfb b second floor b i5 | unit percent | kind analog,dischargeDamper,dischargeDamperFb,1
rhc vlv cmd,eq brdr sec fas ahu fpb | unit percent | kind analog,heatingValve,reHeatingValve,1
rhc vlv cmd,eq a | unit percent | kind analog,heatingValve,reHeatingValve,1
rh vlv pos,eq d1 mezz d lotts new court rm | unit percent | kind analog,heatingValve,reHeatingValveFb,1
dmp pos,eq flr east vav e3 | unit percent | kind analog,damper,dischargeDamper,1
dmp pos,eq flr east vav e2 | unit percent | kind analog,damper,dischargeDamper,1
dmp pos,eq flr center vav w9 | unit percent | kind analog,damper,dischargeDamper,1
dmp pos,eq flr center vav w8 | unit percent | kind analog,damper,dischargeDamper,1
dmp pos,eq flr center vav w7 | unit percent | kind analog,damper,dischargeDamper,1
dmp pos,eq flr center vav w6 | unit percent | kind analog,damper,dischargeDamper,1
dmp pos,eq flr center vav w5 | unit percent | kind analog,damper,dischargeDamper,1
dmp pos,eq flr center vav w4 | unit percent | kind analog,damper,dischargeDamper,1
damper pos,eq ddva vs ddc a | unit percent | kind analog,coldDeckDamper,dischargeDamper,1
damper pos,eq ddva vs ddb b | unit percent | kind analog,coldDeckDamper,dischargeDamper,1
damper pos,eq ddva vs ddb a | unit percent | kind analog,coldDeckDamper,dischargeDamper,1
damper pos,eq ddva vs dda b | unit percent | kind analog,coldDeckDamper,dischargeDamper,1
damper pos,eq ddva vs dda a | unit percent | kind analog,coldDeckDamper,dischargeDamper,1
damper pos,eq vvoa b | unit percent | kind analog,outsideDamperFb,dischargeDamper,1
damper pos,eq vvoa a | unit percent | kind analog,outsideDamperFb,dischargeDamper,1
damper pos,eq vav | kind analog,dischargeDamperFb,dischargeDamper,1
damper pos,eq vav g | unit percent | kind analog,dischargeDamperFb,dischargeDamper,1
damper pos,eq vav f | unit percent | kind analog,dischargeDamperFb,dischargeDamper,1
damper pos,eq sdva vs sdb d | unit percent | kind analog,coldDeckDamper,dischargeDamper,1
dmp pos,eq flr center vav w3 | unit percent | kind analog,damper,dischargeDamper,1
dmp pos,eq flr center vav w2 | unit percent | kind analog,damper,dischargeDamper,1
dmp pos,eq flr center vav w1 | unit percent | kind analog,damper,dischargeDamper,1
dew point,eq weather local | unit degf | kind analog,outsideDewpoint,zoneDewpoint,1
dehum sp,eq ahu b1 ga | unit percent | kind analog,zoneHumiditySp,dehumidSp,1
d,eq th flr fvav | unit percent | kind analog,dischargeDamper,damper,1
rhc vlv cmd,eq v5 nw outputs | unit percent | kind analog,heatingValve,reHeatingValve,1
rhc vlv cmd,eq v5 ne outputs | unit percent | kind analog,heatingValve,reHeatingValve,1
rhc vlv cmd,eq v4 ne outputs | unit percent | kind analog,heatingValve,reHeatingValve,1
rhc vlv cmd,eq u4 rm c wm rm c | kind analog,heatingValve,reHeatingValve,1
damper pos,eq atu d | unit percent | kind analog,damper,dischargeDamper,1
damper pos,eq atu b2 | unit percent | kind analog,damper,dischargeDamper,1
damper pos,eq atu b1 | unit percent | kind analog,damper,dischargeDamper,1
damper comd,eq fvav | unit percent | kind analog,dischargeDamperFb,dischargeDamper,1
damper cmd,eq vav fl vav | unit percent | kind analog,damper,dischargeDamper,1
da f hl,eq va vs vav b | unit lps | kind analog,dischargeFlowHeatMaxSp,dischargeFlowCoolMaxSp,1
d,eq va vs vav b | unit percent | kind analog,dischargeDamper,damper,1
damper pos,eq sdva vs sd exist | unit percent | kind analog,coldDeckDamper,dischargeDamper,1
damper pos,eq sdva vs sd exist a | unit percent | kind analog,coldDeckDamper,dischargeDamper,1
damper pos,eq denney third ddva vs | unit percent | kind analog,coldDeckDamper,dischargeDamper,1
damper pos,eq ddva vs ddc b | unit percent | kind analog,coldDeckDamper,dischargeDamper,1
run sts,eq chw nla cwp a | unit off | kind binary,condPumpStatus,chillerStatus,1
run sts,eq chw nla chwp | unit on | kind binary,secPumpStatus,chillerStatus,1
run sts,eq chw nla chwp a | unit off | kind binary,secPumpStatus,chillerStatus,1
run stop act,eq sandra day ct vfd | unit run | kind binary,twrFanStatus,condPumpStatus,1
rsp,eq air handling systems mau p | unit m | kind analog,returnPressure,zoneTempSp,1
rm tmp,eq ahu abwb | unit degf | kind analog,returnTemp,zoneTemp,1
rm co2,eq vav ins | unit ppm | kind analog,zoneCO,zoneCO2,1
rlf o,eq ahu | unit percent | kind analog,exhaustDamper,returnFanSpeed,1
rlf dmp cmd,eq ahu outs | unit percent | kind analog,reliefDamper,exhaustDamper,1
d,eq nd flr fv b2 | unit percent | kind analog,dischargeDamper,damper,1
d,eq nd flr fv b1 | unit percent | kind analog,dischargeDamper,damper,1
d,eq nd flr fv a1 | unit percent | kind analog,dischargeDamper,damper,1
d,eq ah us ahu p | unit percent | kind analog,outsideDamper,damper,1
cws tmp sp,eq chws | unit degf | kind analog,condEnteringTempSp,twrLeavingTempSp,1
cws tmp sp,eq chilled water systems chl | unit degf | kind analog,condLeavingTempSp,twrLeavingTempSp,1
cws tmp,eq chws | unit degf | kind analog,condEnteringTemp,condLeavingTemp,1
cwr t,eq dole towers | unit degf | kind analog,twrLeavingTemp,condEnteringTemp,1
cwr t,eq chilled water systems cw | unit degf | kind analog,twrEnteringTemp,condEnteringTemp,1
cw sup tmp,eq tower | unit degc | kind analog,twrLeavingTemp,condLeavingTemp,1
cw s tmp,eq wf cw | unit degf | kind analog,condLeavingTemp,twrLeavingTemp,1
cw s tmp,eq cb condenser water system | unit degf | kind analog,priLeavingTemp,twrLeavingTemp,1
sa dmp pos,eq flr e terms ft e8 | unit percent | kind analog,dischargeDamper,damper,1
sa dmp pos,eq flr e terms ft e7 | unit percent | kind analog,dischargeDamper,damper,1
sa dmp pos,eq flr e terms ft e6 | unit percent | kind analog,dischargeDamper,damper,1
sa dmp pos,eq flr e terms ft e5 | unit percent | kind analog,dischargeDamper,damper,1
sa dmp pos,eq flr e terms ft e4 | unit percent | kind analog,dischargeDamper,damper,1
sa dmp pos,eq flr e terms ft e3 | unit percent | kind analog,dischargeDamper,damper,1
sa dmp pos,eq flr e terms ft e2 | unit percent | kind analog,dischargeDamper,damper,1
rwt,eq flb cdw | unit degf | kind analog,compEnteringTemp,secEnteringTemp,1
run sts,eq vfd | unit off | kind binary,exhaustFanStatus,chillerStatus,1
run sts,eq chw roybal cwp | unit off | kind binary,condPumpStatus,chillerStatus,1
run sts,eq chw roybal chwp | unit off | kind binary,secPumpStatus,chillerStatus,1
ctl flow min,unit cfm | kind analog,dischargeFlowCoolMinSp,dischargeFlowMinSp,1
sf air flw sw,eq gs | unit on | kind binary,dischargeFlowStatus,dischargeFanStatus,1
sec hwr tmp,eq hws ins | unit degf | kind analog,secLeavingTemp,secEnteringTemp,1
schw dp sp,unit psi | kind analog,secPressureDeltaSp,secLeavingPressureSp,1
sa tmp,eq flr s ahu sys | unit degf | kind analog,coldDeckDischargeTemp,dischargeTemp,1
sa tmp,eq flr n ahu sys | unit degf | kind analog,coldDeckDischargeTemp,dischargeTemp,1
sa pr sp,eq ahu b | unit inwc | kind analog,dischargePressure,dischargePressureSp,1
sa dmp pos,eq flr e terms ft e9 | unit percent | kind analog,dischargeDamper,damper,1
cws tmp,eq chw roybal plnt | unit degf | kind analog,condEnteringTemp,condLeavingTemp,1
cws tmp,eq annex chw plant io | unit degf | kind analog,condEnteringTemp,condLeavingTemp,1
cws temp sp,eq chiller cm | unit degf | kind analog,condLeavingTempSp,condEnteringTempSp,1
cwr v,eq chilled water systems hxb | unit percent | kind analog,priLeavingIsoValve,condLeavingIsoValve,1
cwr tmp,unit degc | kind analog,condLeavingTemp,condEnteringTemp,1
cwr tmp,eq chw roybal plnt | unit degf | kind analog,condLeavingTemp,condEnteringTemp,1
cwr tmp,eq annex chw plant io | unit degf | kind analog,condLeavingTemp,condEnteringTemp,1
cwr t,eq io | unit degf | kind analog,condLeavingTemp,condEnteringTemp,1
clg tmp sp,eq us bsmt ahu usms ahu | unit degf | kind analog,dischargeTempCoolSp,dischargeTempSp,1
clg tmp,eq south equip room ahu | unit degf | kind analog,coolingCoilDischargeTemp,coolingCoilLeavingTemp,1
static sp,eq emd floor high rise building press | unit inwc | kind analog,buildingPressureSp,dischargePressureSp,1
static sp,eq ahu w2 | unit inwc | kind analog,buildingPressureSp,dischargePressureSp,1
static sp,eq ahu w1 | unit inwc | kind analog,buildingPressureSp,dischargePressureSp,1
static press,eq b | unit inwc | kind analog,exhaustFanEnteringPressure,dischargePressure,1
speed cmd,eq s sf vfd | kind enum,dischargeFanSpeed,returnFanSpeed,1
sf spd,eq south equip room ahu | unit hz | kind analog,dischargeFanFrequency,dischargeFanSpeed,1
sf spd,eq chiller cm | unit percent | kind analog,dischargeFanSpeedFb,dischargeFanSpeed,1
sf run status bi,eq hwp sp erv erv | unit inactive | kind binary,dischargeFan,dischargeFanStatus,1
cw s temp,eq central plant logic chiller | unit degf | kind analog,condEnteringTemp,condLeavingTemp,1
current damper position,eq ce data | unit percent | kind analog,dischargeDamperFb,damperFb,1
cur hw sup tmp sp,eq hws | unit degf | kind analog,secLeavingTempSp,priLeavingTempSp,1
ctl temp,eq t us rmphsouth | unit degf | kind analog,zoneTempSp,zoneTemp,1
ctl temp,eq t us rmphnowest | unit degf | kind analog,zoneTempSp,zoneTemp,1
ctl temp,eq t us rmpheast | unit degf | kind analog,zoneTempSp,zoneTemp,1
clg sts,eq rtu c1 | unit off | kind binary,coolingEnable,coolingStageStatus,1
clg sp,eq ahu mb a | unit degc | kind analog,dischargeTempCoolSp,occupiedCoolSp,1
clg sp,eq ahu ma a | unit degc | kind analog,dischargeTempCoolSp,occupiedCoolSp,1
clg sp,eq ahu b a | unit degc | kind analog,dischargeTempCoolSp,occupiedCoolSp,1
clg sp,eq ahu a a | unit degc | kind analog,dischargeTempCoolSp,occupiedCoolSp,1
clg o,eq dole ftu c | unit percent | kind analog,coolingDemand,coolingValve,1
sts,eq hrc c2 pchwpc | unit off | kind binary,priPumpStatus,dischargeFanStatus,1
sts,eq hrc c1 pchwpc | unit on | kind binary,priPumpStatus,dischargeFanStatus,1
sts,eq hp c3 pchwpc | unit on | kind binary,priPumpStatus,dischargeFanStatus,1
sts,eq hp c2 pchwpc | unit on | kind binary,priPumpStatus,dischargeFanStatus,1
sts,eq hp c1 pchwpc | unit on | kind binary,priPumpStatus,dischargeFanStatus,1
stop run state,eq clg twr fan vfd | unit off | kind binary,twrFanStatus,secPumpStatus,1
static sp,eq emd subbase north low rise building press | unit inwc | kind analog,buildingPressureSp,dischargePressureSp,1
ctl flow max,unit cfm | kind analog,dischargeFlowCoolMaxSp,dischargeFlowMaxSp,1
comp,eq eru e | unit off | kind binary,coolingStage,comp,1
clg vlv pos,eq ahu | unit percent | kind analog,coolingValve,coolingValveFb,1
chws t,eq chiller plant a | unit degc | kind analog,secLeavingTemp,evapLeavingTemp,1
chws flow,eq mcs cogen plant | unit galmin | kind analog,priLeavingFlow,evapLeavingFlow,1
chwr temp,eq mcs cogen plant | unit degf | kind analog,priEnteringTemp,secEnteringTemp,1
chwr t,eq emd chillers chillers | unit degf | kind analog,secEnteringTemp,evapEnteringTemp,1
chwr t,eq chiller plant a | unit degc | kind analog,secEnteringTemp,evapEnteringTemp,1
unit enable,eq down | unit enable | kind binary,occupancyMode,systemEnable,1
under flr tmp sp,eq ahulw | unit degf | kind analog,dischargeTempSp,zoneTempSp,1
sys ena,eq sf gd monitoring | unit on | kind binary,occupancyMode,systemEnable,1
sys ena,eq mechanical | unit disable | kind binary,unitEnable,systemEnable,1
sys ena,eq mechanical sja | unit disable | kind binary,unitEnable,systemEnable,1
sys ena,eq chws | unit on | kind binary,chiller,systemEnable,1
swt,eq flb cdw | unit degf | kind analog,compLeavingTemp,secLeavingTemp,1
clg dmd,eq ab | unit off | kind binary,coolingDemand,zoneCoolingDemand,1
chws tmp,eq chw cw sys | unit degfalarminhibit | kind analog,priLeavingTemp,secLeavingTemp,1
chws tmp,eq ahub | unit degf | kind analog,priLeavingTemp,secLeavingTemp,1
clg tmp,eq ah us ahu | unit degf | kind analog,coolingCoilDischargeTemp,coolingCoilLeavingTemp,1
chw vlv pos,eq fcu mt b | unit percent | kind analog,coolingValveFb,coolingValve,1
chw vlv pos,eq fcu mt a | unit percent | kind analog,coolingValveFb,coolingValve,1
vfd ss,eq floor chwp | unit on | kind binary,secPump,dischargeFan,1
vfd spd,eq floor chwp | unit percent | kind analog,secPumpSpeed,dischargeFanSpeed,1
unit status,eq mcs multistak | unit on | kind binary,chillerStatus,unitStatus,1
chwp sts,eq chw ps | unit running | kind binary,priPumpStatus,secPumpStatus,1
chwp s,eq emd chillers chillers | unit on | kind binary,priPumpStatus,evapPumpStatus,1
chwp pri chw pmp sts,eq chiller cm | unit running | kind binary,evapPumpStatus,priPumpStatus,1
chwp pri chw pmp cmd,eq chiller cm | unit run | kind binary,evapPump,priPump,1
chwp cmd,eq d5 sub bsmt west chilled water system | unit on | kind binary,secPump,priPump,1
chwp cmd,eq central plant logic | unit stop | kind binary,evapPump,priPump,1
chwp cmd,eq bchillwatersystem chw sys | unit on | kind binary,evapPump,priPump,1
chwp cmd,eq bchillwatersystem chw sys | unit off | kind binary,evapPump,priPump,1
chwp chw pmp sts,eq mechanical chw | unit on | kind binary,evapPumpStatus,secPumpStatus,1
chws temp,eq mcs cogen plant | unit degf | kind analog,priLeavingTemp,secLeavingTemp,1
chws t,eq emd chillers chillers | unit degf | kind analog,secLeavingTemp,evapLeavingTemp,1
chw pump sts,eq zfb cw hw pumps vlvs cw system | unit on | kind binary,secPumpStatus,coolingCoilPumpStatus,1
chw pmp sts,eq hrc m2 pchwp m7 | unit on | kind binary,priPumpStatus,secPumpStatus,1
chw pmp sts,eq hrc m1 pchwp m6 | unit off | kind binary,priPumpStatus,secPumpStatus,1
vlv comd,eq level vav r | unit percent | kind analog,reHeatingValve,heatingValve,1
vlv comd,eq level vav c1 | unit percent | kind analog,reHeatingValve,heatingValve,1
vlv comd,eq level fpv u1 s | unit percent | kind analog,reHeatingValve,heatingValve,1
vlv comd,eq level fpv u1 n | unit percent | kind analog,reHeatingValve,heatingValve,1
vlv comd,eq level fpv m2 | unit percent | kind analog,reHeatingValve,heatingValve,1
chwp chw pmp sts,eq mechanical chw | unit off | kind binary,evapPumpStatus,secPumpStatus,1
chwp chw pmp cmd,eq mechanical chw | unit on | kind binary,evapPump,secPump,1
chwp chw pmp cmd,eq mechanical chw | unit off | kind binary,evapPump,secPump,1
chwp chw pmp cmd,eq chws outs | unit stop | kind binary,evapPump,secPump,1
chwp c,eq emd chillers chillers | unit on | kind binary,priPump,evapPump,1
chwbypv o,eq chw plant | unit percent | kind analog,bypassValve,secBypassValve,1
chw vlv pos,eq fcu p data | unit percent | kind analog,coolingValveFb,coolingValve,1
chw vlv pos,eq fcu mt | unit percent | kind analog,coolingValveFb,coolingValve,1
chw p2 cmd,eq cb g chw | unit stop | kind binary,evapPump,secPump,1
chw p1 sts,eq cb g chw | unit stopped | kind binary,evapPumpStatus,secPumpStatus,1
chw flow,eq floor chiller interface | unit on | kind binary,evapFlowStatus,secLeavingFlow,1
chw flow,eq floor chiller interface | unit off | kind binary,evapFlowStatus,secLeavingFlow,1
vlv pos,eq level fpv u1 n | unit percent | kind analog,reHeatingValveFb,heatingValveFb,1
vlv pos,eq level fpv m2 | unit percent | kind analog,reHeatingValveFb,heatingValveFb,1
chw vlv pos,eq chw | unit percent | kind analog,secMixingValve,coolingValve,1
chw vlv,eq usfch basement ch water | unit percent | kind analog,mixingValve,coolingValve,1
chw valve read,eq ncfb b ninth floor b roof ac b | unit percent | kind analog,waterValve,coolingValve,1
chw sup tmp,eq norris cotton chiller | unit degf | kind analog,priLeavingTemp,evapLeavingTemp,1
chw sup tmp,eq chw sys | unit degf | kind analog,secLeavingTemp,evapLeavingTemp,1
chw sup temp,eq v floor chiller | unit degf | kind analog,secLeavingTemp,evapLeavingTemp,1
chw sup t,eq usfch basement ch water | unit degf | kind analog,secLeavingTemp,evapLeavingTemp,1
chw sp,eq chiller | unit degf | kind analog,evapLeavingTempSp,priLeavingTempSp,1
chw s temp,eq plant | unit degf | kind analog,secLeavingTemp,evapLeavingTemp,1
chw r temp,eq plant | unit degf | kind analog,secEnteringTemp,evapEnteringTemp,1
chw dif prs sp,eq chilled water systems chw | unit psi | kind analog,evapPressureDeltaSp,secPressureDeltaSp,1
chp,eq air handling systems mau p | unit off | kind binary,coolingCoilPump,priPump,1
chlr ena,eq chws | unit on | kind binary,chillerEnable,chiller,1
chlr ena,eq chws | unit enable | kind binary,chillerEnable,chiller,1
chlr ena,eq chws down | unit locked | kind binary,systemEnable,chiller,1
chlr cmd,eq central plant logic | unit stop | kind binary,chiller,chillerEnable,1
vlv pos,eq level vav r | unit percent | kind analog,reHeatingValveFb,heatingValveFb,1
vlv pos,eq level vav c1 | unit percent | kind analog,reHeatingValveFb,heatingValveFb,1
vlv pos,eq level fpv u1 s | unit percent | kind analog,reHeatingValveFb,heatingValveFb,1
chw pmp sts,eq hp m5 pchwp m5 | unit on | kind binary,priPumpStatus,secPumpStatus,1
chw pmp sts,eq hp m4 pchwp m4 | unit off | kind binary,priPumpStatus,secPumpStatus,1
